url,name,online_order,book_table,ratings,votes,location,rest_type,cuisines,cost_for_two,listed_in(type)
https://www.zomato.com/bangalore/21-corner-haus-cafe-shanti-nagar-bangalore,21 Corner Haus Cafe,No,No,3.2,0,Shanti Nagar,Quick Bites,"North Indian, Chinese, Biryani",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/22s-marathahalli,22S,Yes,No,3.1,0,Marathahalli,Delivery,"North Indian, Mughlai, Biryani",500.0,Delivery
https://www.zomato.com/bangalore/24-7-food-service-jp-nagar-bangalore,24/7 Food Service,Yes,No,3.0,7,JP Nagar,"Takeaway, Delivery","South Indian, North Indian, Fast Food",300.0,Delivery
https://www.zomato.com/bangalore/24-carats-the-capitol-cunningham-road,24 Carats - The Capitol,No,No,3.1,46,Cunningham Road,Casual Dining,"Asian, Continental",1000.0,"Buffet, Dine-out"
https://www.zomato.com/bangalore/24-hours-cake-delivery-airport-road,24 Hours Cake Delivery,No,No,3.3,4,Old Airport Road,Delivery,Bakery,700.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/24-hours-cake-delivery-electronic-city,24 Hours Cake Delivery,No,No,1.0,0,Electronic City,Delivery,Bakery,700.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/24-hours-coffee-drop-la-classic-electronic-city,24 Hours Coffee Drop - La Classic,No,No,3.4,9,Electronic City,Cafe,Cafe,800.0,"Cafes, Dine-out"
https://www.zomato.com/bangalore/2443-the-oterra-electronic-city,24@43 - The Oterra,No,Yes,4.1,268,Electronic City,Fine Dining,"North Indian, Asian, Continental",3000.0,"Buffet, Dine-out"
https://www.zomato.com/bangalore/24th-main-jp-nagar,24th Main,No,Yes,4.0,1240,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",800.0,"Buffet, Dine-out"
https://www.zomato.com/bangalore/2nd-home-restaurant-1-btm-bangalore,2nd Home Restaurant,Yes,No,3.7,21,BTM,Quick Bites,"South Indian, North Indian, Chinese",500.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/3-leafs-kaggadasapura,3 Leafs,Yes,No,3.7,128,Kaggadasapura,Casual Dining,"North Indian, South Indian, Chinese",600.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/3-spice-wilson-garden,3 Spice,Yes,No,3.9,157,Wilson Garden,Casual Dining,"North Indian, Chinese",450.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/30-square-koramangala-5th-block,30 Square,Yes,No,4.2,559,Koramangala 5th Block,Quick Bites,"Tibetan, Nepalese, Momos",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/360-atoms-restaurant-and-cafe-banashankari-bangalore,360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/36th-cross-coffee-mane-jayanagar-bangalore,36th Cross Coffee Mane,No,No,3.6,29,Jayanagar,Quick Bites,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",250.0,"Cafes, Dine-out"
https://www.zomato.com/bangalore/37-china-town-race-course-road,37 China Town,No,No,3.5,58,Race Course Road,Casual Dining,"Chinese, Thai, North Indian, South Indian, Continental",900.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/38-sugar-lane-bellandur,38 Sugar Lane,No,No,2.9,0,Bellandur,"Takeaway, Delivery","Bakery, Desserts",850.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/3bs-buddies-bar-barbecues-btm,"3B's - Buddies, Bar & Barbecues",No,Yes,4.3,1181,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100.0,"Buffet, Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/3bs-buddies-bar-barbecues-marathahalli,"3B's - Buddies, Bar & Barbecues",No,Yes,4.5,1914,Marathahalli,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100.0,"Buffet, Dine-out, Drinks & nightlife"
https://www.zomato.com/bangalore/3gs-gulp-groove-malleshwaram,3G's - Gulp & Groove,Yes,Yes,4.1,664,Malleshwaram,"Bar, Casual Dining","Finger Food, Continental, Chinese",1100.0,"Delivery, Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/3ice-cubes-jp-nagar-bangalore,3ice Cubes,No,No,3.1,0,JP Nagar,Beverage Shop,"Juices, Sandwich, Street Food",150.0,Delivery
https://www.zomato.com/bangalore/3rd-innings-electronic-city,3rd Innings,No,No,3.0,17,Electronic City,"Casual Dining, Bar","Burger, Italian, North Indian, Chinese",1000.0,"Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/4-mangoes-airport-road-bangalore,4 Mangoes,No,No,3.7,16,Old Airport Road,Kiosk,Ice Cream,200.0,Desserts
https://www.zomato.com/bangalore/4-seasons-restaurant-kalyan-nagar,4 Seasons Restaurant,Yes,Yes,3.7,399,Kalyan Nagar,Casual Dining,"North Indian, Seafood, Middle Eastern, Chinese",1000.0,"Buffet, Delivery, Dine-out"
https://www.zomato.com/bangalore/4-states-bellandur,4-States,No,No,2.8,0,Bellandur,Food Court,South Indian,250.0,Dine-out
https://www.zomato.com/bangalore/4-states-bellandur-bangalore,4 States,No,No,3.1,4,Bellandur,Food Court,South Indian,400.0,Dine-out
https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore,46 Ounces Brewgarden,No,Yes,0.0,0,Electronic City,Microbrewery,"Bar Food, Finger Food, Pizza",1600.0,"Dine-out, Drinks & nightlife"
https://www.zomato.com/bangalore/4671-indian-coastal-cuisine-bannerghatta-road,4671 Indian Coastal Cuisine,No,No,3.2,0,Bannerghatta Road,Food Court,"Seafood, Mangalorean, Kerala",600.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/4700bc-popcorn-whitefield,4700BC Popcorn,No,No,4.1,55,Whitefield,"Takeaway, Delivery",Fast Food,500.0,Delivery
https://www.zomato.com/bangalore/4foodiez-electronic-city,4Foodiez,Yes,No,3.7,82,Electronic City,Quick Bites,"South Indian, North Indian, Chinese",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/4foodiez-the-restaurant-electronic-city,4Foodiez - The Restaurant,No,No,3.0,23,Electronic City,Quick Bites,"Street Food, Chinese, North Indian, South Indian",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/4k-biryani-hsr-bangalore,4K Biryani,Yes,No,3.3,4,HSR,Delivery,"North Indian, Chinese",700.0,Delivery
https://www.zomato.com/bangalore/4s-bar-koramangala-4th-block-bangalore,4S Bar,No,No,3.0,0,Koramangala 4th Block,Casual Dining,"North Indian, Chinese",800.0,Dine-out
https://www.zomato.com/bangalore/4th-tea-block-jayanagar,4th Tea Block,No,No,4.0,62,Jayanagar,Cafe,Cafe,150.0,"Cafes, Delivery"
https://www.zomato.com/bangalore/5-degree-centigrade-koramangala-7th-block,5 Degree Centigrade,No,No,3.5,0,Koramangala 7th Block,Beverage Shop,"Beverages, Ice Cream",150.0,Desserts
https://www.zomato.com/bangalore/5-star-food-kammanahalli-bangalore,5 Star Food,Yes,No,0.0,0,Kammanahalli,Quick Bites,"South Indian, Fast Food",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/50-50-eating-house-basavanagudi-bangalore,50-50 EATING HOUSE,No,No,3.2,4,Basavanagudi,Quick Bites,"South Indian, Biryani",100.0,Dine-out
https://www.zomato.com/bangalore/52-wall-street-koramangala-6th-block,52 Wall Street,No,No,3.9,740,Koramangala 6th Block,"Bar, Casual Dining","American, Continental, Finger Food",1400.0,"Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/55-wall-street-jp-nagar,55 Wall Street,No,Yes,3.9,1791,JP Nagar,Bar,"Finger Food, North Indian, Chinese",1300.0,"Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/56-bhoga-sweets-hsr,56 Bhoga Sweets,No,No,3.6,51,HSR,"Takeaway, Delivery","Mithai, Street Food",150.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/5th-main-cafe-hsr,5th Main Cafe,No,No,3.5,15,HSR,Cafe,"Cafe, Fast Food",250.0,"Cafes, Dine-out"
https://www.zomato.com/bangalore/7-days-restaurant-electronic-city,7 Days Restaurant,Yes,No,3.8,478,Electronic City,Quick Bites,"North Indian, Chinese, Arabian",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-degrees-north-hsr,7 Degrees North,No,No,3.5,11,HSR,Casual Dining,North Indian,500.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-hills-andhra-mess-cv-raman-nagar,7 Hills Andhra Mess,No,No,3.4,8,CV Raman Nagar,Mess,Andhra,300.0,Dine-out
https://www.zomato.com/bangalore/7-hills-garden-restaurant-banashankari-bangalore,7 Hills Garden Restaurant,Yes,No,3.0,0,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-hills-restaurant-banashankari-bangalore,7 Hills Restaurant,No,No,3.6,0,Banashankari,Casual Dining,"North Indian, South Indian",500.0,Dine-out
https://www.zomato.com/bangalore/7-plates-frazer-town,7 Plates,Yes,No,3.9,171,Frazer Town,Quick Bites,"North Indian, Mughlai, Rolls, Fast Food",600.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-plates-kalyan-nagar,7 Plates,Yes,No,3.6,531,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Rolls, Fast Food",600.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-plates-koramangala-5th-block,7 Plates,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,"Mughlai, Fast Food",750.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-plates-rt-nagar,7 Plates,Yes,No,3.9,210,RT Nagar,Quick Bites,"North Indian, Mughlai, Rolls, Fast Food",600.0,Delivery
https://www.zomato.com/bangalore/7-shanghai-electronic-city-bangalore,7 Shanghai,Yes,No,3.5,19,Electronic City,Quick Bites,Chinese,250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-spice-banaswadi-bangalore,7 Spice,No,No,3.4,5,Banaswadi,Quick Bites,"Biryani, Chinese",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-star-biryani-koramangala-6th-block,7 Star Biryani,Yes,No,3.2,15,Koramangala 6th Block,Quick Bites,Biryani,250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/7-to-11-food-court-banaswadi-bangalore,7 to 11 Food Court,Yes,No,3.7,18,Banaswadi,Quick Bites,"Fast Food, Burger, North Indian, South Indian",200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/70-brigade-iris-hotel-brigade-road,70 Brigade - Iris Hotel,No,Yes,3.9,106,Brigade Road,Casual Dining,"Chinese, North Indian, Pizza",1000.0,"Buffet, Dine-out"
https://www.zomato.com/bangalore/7biryanis-nagawara-bangalore,7Biryanis,Yes,No,3.2,4,Nagawara,Casual Dining,"Andhra, Biryani",600.0,Delivery
https://www.zomato.com/bangalore/7th-heaven-kalyan-nagar,7th Heaven,No,No,3.6,0,Kalyan Nagar,"Bakery, Dessert Parlor","Bakery, Ice Cream",400.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/7th-heaven-new-bel-road-bangalore,7th Heaven,No,No,3.6,17,New BEL Road,Bakery,"Bakery, Desserts",300.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/8-slice-koramangala-6th-block,8 Slice,Yes,No,3.7,74,Koramangala 6th Block,Delivery,Pizza,600.0,Delivery
https://www.zomato.com/bangalore/9-bowls-banaswadi-bangalore,9 Bowls,Yes,No,0.0,0,Banaswadi,Delivery,"Healthy Food, Continental, North Indian, Chinese",500.0,Delivery
https://www.zomato.com/bangalore/9-bowls-itpl-main-road-whitefield-bangalore,9 Bowls,Yes,No,0.0,0,"ITPL Main Road, Whitefield",Delivery,"Healthy Food, Continental, North Indian, Chinese",500.0,Delivery
https://www.zomato.com/bangalore/9-bowls-koramangala-1st-block-bangalore,9 Bowls,Yes,No,0.0,0,Koramangala 1st Block,Quick Bites,"Healthy Food, Continental, North Indian, Chinese",500.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/9-bowls-marathahalli-bangalore,9 Bowls,Yes,No,0.0,0,Marathahalli,Quick Bites,"Healthy Food, Continental, North Indian, Chinese",500.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/9-tea-bannerghatta-road,9 Tea,No,No,2.9,0,Bannerghatta Road,"Takeaway, Delivery","South Indian, Street Food, Tea",200.0,Delivery
https://www.zomato.com/bangalore/90s-1-hsr-bangalore,90's,No,No,0.0,0,HSR,Quick Bites,North Indian,200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/90s-beer-cafe-hotel-millennium-plaza-electronic-city-bangalore,90's Beer Cafe - Hotel Millennium Plaza,No,No,3.0,7,Electronic City,Bar,Finger Food,1000.0,"Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/90s-cafe-jp-nagar-bangalore,90's Cafe,No,No,0.0,0,JP Nagar,Quick Bites,"Fast Food, Burger",500.0,"Desserts, Dine-out"
https://www.zomato.com/bangalore/99-caffe-brookefield,99 Caffe,Yes,No,3.6,106,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/99-eat-out-indiranagar-bangalore,99 Eat Out,No,No,3.1,0,Indiranagar,Delivery,"North Indian, Continental, Chinese",200.0,Delivery
https://www.zomato.com/bangalore/99-pancakes-1-koramangala-5th-block-bangalore,99 Pancakes,Yes,No,4.5,360,Koramangala 5th Block,"Dessert Parlor, Cafe","Desserts, Cafe",325.0,"Cafes, Delivery, Desserts"
https://www.zomato.com/bangalore/99-pancakes-2-church-street-bangalore,99 Pancakes,Yes,No,4.1,48,Church Street,Dessert Parlor,"Desserts, Ice Cream",229.41176470588235,"Delivery, Desserts, Dine-out"
https://www.zomato.com/bangalore/99-udupi-veg-marathahalli-bangalore,99 Udupi Veg,No,No,3.2,0,Marathahalli,Quick Bites,"South Indian, North Indian",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/99-variety-dosa-and-pav-bhaji-hsr-bangalore,99 Variety Dosa and Pav Bhaji,Yes,No,4.0,101,HSR,Quick Bites,"South Indian, North Indian, Street Food",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-koramangala-6th-block-bangalore,99 Variety Dosa & Pav Bhaji,Yes,No,3.8,16,Koramangala 6th Block,Quick Bites,"South Indian, North Indian, Street Food",250.0,Delivery
https://www.zomato.com/bangalore/99-variety-dose-biryanis-starters-hsr-bangalore,99 Variety Dose-Biryanis-Starters,Yes,No,0.0,0,HSR,"Takeaway, Delivery","South Indian, North Indian, Fast Food, Chinese",300.0,Delivery
https://www.zomato.com/bangalore/99-whitefield-bangalore,@99,No,No,3.4,37,Whitefield,"Takeaway, Delivery","Mughlai, Biryani, Chinese, North Indian",200.0,Delivery
https://www.zomato.com/bangalore/99foods-marathahalli,99Foods,No,No,3.4,32,Marathahalli,Quick Bites,"Biryani, North Indian, Chinese, Kebab",400.0,Dine-out
https://www.zomato.com/bangalore/9d-foods-1-marathahalli-bangalore,9D Foods,Yes,No,4.1,461,Marathahalli,Quick Bites,"North Indian, Street Food",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/9th-cross-cafe-jeevan-bhima-nagar-bangalore,9th Cross Cafe,No,No,3.6,12,Jeevan Bhima Nagar,Cafe,"Cafe, Italian, French",550.0,"Cafes, Dine-out"
https://www.zomato.com/bangalore/@-the-bbq-bellandur-bangalore,@ The Bbq,Yes,No,1.9,32,Bellandur,Casual Dining,"BBQ, Continental, North Indian, Chinese, Beverages",700.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/@italy-kumaraswamy-layout-bangalore,@Italy,Yes,No,4.1,306,Kumaraswamy Layout,Casual Dining,Italian,700.0,Delivery
https://www.zomato.com/bangalore/@north-parontha-hut-airport-road-bangalore,@North Parontha Hut,No,No,0.0,0,Old Airport Road,"Takeaway, Delivery",North Indian,300.0,Delivery
https://www.zomato.com/bangalore/a-1-chicken-biriyani-kababs-bannerghatta-road-bangalore,A-1 Chicken Biriyani & Kababs,No,No,3.2,0,Bannerghatta Road,Quick Bites,Mughlai,200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/a-1-fast-food-electronic-city,A-1 Fast Food,No,No,3.2,0,Electronic City,Quick Bites,Fast Food,100.0,Dine-out
https://www.zomato.com/bangalore/a-1-pizza-and-food-airport-road-bangalore,A 1 Pizza and Food,Yes,No,2.8,215,Old Airport Road,Delivery,"Pizza, Chinese, North Indian",300.0,Delivery
